name|sid|call|icon|city|state|tagline
WEDW-FM|548|WEDW|http://media.npr.org/images/stations/logos/wedw_fm.gif|Stamford|CT|WNPR-Connecticut Public Radio
WPKT-FM|549|WPKT|http://media.npr.org/images/stations/logos/wpkt_fm.gif|Meriden|CT|WNPR-Connecticut Public Radio
WRLI-FM|550|WRLI|http://media.npr.org/images/stations/logos/wrli_fm.gif|Southampton|NY|WNPR-Connecticut Public Radio
WNYC-AM|553|WNYC|http://media.npr.org/images/stations/logos/wnyc_am.gif|New York|NY|Hear It Now
WNYC-FM|554|WNYC|http://media.npr.org/images/stations/logos/wnyc_fm.gif|New York|NY|New York's Best News, Talk and Classical Music
Iowa Public Radio|556|None|None|Ames|None|IPR enhances civic and cultural connections across the state, strengthening communities and reflecti10
WOI-FM|558|WOI|http://media.npr.org/images/stations/logos/woi_fm.gif|Ames|IA|IPR enhances civic and cultural connections across the state, strengthening communities and reflecti1
KTPR-FM|559|KTPR|http://media.npr.org/images/stations/logos/ktpr_fm.gif|Ames|IA|IPR enhances civic and cultural connections across the state, strengthening communities and reflecti1
WOSU Public Media|560|None|None|Columbus|None|None
WOSB-FM|562|WOSB|http://media.npr.org/images/stations/logos/wosb_fm.gif|Marion|OH|Classical Music All Day, Every Day
WOSE-FM|563|WOSE|http://media.npr.org/images/stations/logos/wose_fm.gif|Coshocton|OH|Classical Music All Day, Every Day
WOSP-FM|564|WOSP|http://media.npr.org/images/stations/logos/wosp_fm.gif|Portsmouth|OH|Classical Music All Day, Every Day
WOSV-FM|565|WOSV|http://media.npr.org/images/stations/logos/wosv_fm.gif|Mansfield|OH|Classical Music All Day, Every Day
WOSU-FM|566|WOSU|http://media.npr.org/images/stations/logos/wosu_fm.gif|Columbus|OH|All Day NPR News
WOUB-AM|568|WOUB|http://media.npr.org/images/stations/logos/woub_am.gif|Athens|OH|Athens News and Music
WOUB-FM|569|WOUB|http://media.npr.org/images/stations/logos/woub_fm.gif|Athens|OH|Your NPR News Station
WOUC-FM|570|WOUC|http://media.npr.org/images/stations/logos/wouc_fm.gif|Cambridge|OH|Your NPR News Station
WOUH-FM|571|WOUH|http://media.npr.org/images/stations/logos/wouh_fm.gif|Chillicothe|OH|Your NPR News Station
WOUL-FM|572|WOUL|http://media.npr.org/images/stations/logos/woul_fm.gif|Ironton|OH|Your NPR News Station
WOUZ-FM|573|WOUZ|http://media.npr.org/images/stations/logos/wouz_fm.gif|Zanesville|OH|Your NPR News Station
WPPB-FM|575|WPPB|http://media.npr.org/images/stations/logos/wppb_fm.gif|Southampton|NY|Long Island's Public Radio Network Serving Long Island and Connecticut
WPLN-FM|578|WPLN|http://media.npr.org/images/stations/logos/wpln_fm.gif|Nashville|TN|NPR News in Nashville
WHRS-FM|579|WHRS|http://media.npr.org/images/stations/logos/whrs_fm.gif|Cookeville|TN|NPR News in Nashville
WPLN-AM|580|WPLN|http://media.npr.org/images/stations/logos/wpln_am.gif|Madison|TN|NPR Talk and World News 24 Hours a Day
WTML-FM|581|WTML|http://media.npr.org/images/stations/logos/wtml_fm.gif|Tullahoma|TN|NPR News in Nashville
WPSU-FM|584|WPSU|http://media.npr.org/images/stations/logos/wpsu_fm.gif|State College|PA|Public Radio for Central Pennsylvania
WKVR-FM|585|WKVR|http://media.npr.org/images/stations/logos/wkvr_fm.gif|Huntingdon|PA|Public Radio for Central Pennsylvania
WQCS-FM|587|WQCS|http://media.npr.org/images/stations/logos/wqcs_fm.gif|Fort Pierce|FL|NPR for the treasure coast
WQED-FM|589|WQED|http://media.npr.org/images/stations/logos/wqed_fm.gif|Pittsburgh|PA|Classical 'QED 89.3
WQEJ-FM|590|WQEJ|http://media.npr.org/images/stations/logos/wqej_fm.gif|Johnstown|PA|WQED changes lives.
WQUB-FM|593|WQUB|http://media.npr.org/images/stations/logos/wqub_fm.gif|Quincy|IL|Public Radio in Quincy/Hannibal
WRKF-FM|595|WRKF|http://media.npr.org/images/stations/logos/wrkf_fm.gif|Baton Rouge|LA|Your NPR News Source
WRTI-FM|597|WRTI|http://media.npr.org/images/stations/logos/wrti_fm.gif|Philadelphia|PA|Your Classical and Jazz Station
WJAZ-FM|598|WJAZ|http://media.npr.org/images/stations/logos/wjaz_fm.gif|Summerdale|PA|The Number One Source for Classical and Jazz Music in Philadelphia and the Surrounding Areas!
WRTQ-FM|599|WRTQ|http://media.npr.org/images/stations/logos/wrtq_fm.gif|Ocean City|NJ|The Number One Source for Classical and Jazz Music in Philadelphia and the Surrounding Areas!
WRTX-FM|600|WRTX|http://media.npr.org/images/stations/logos/wrtx_fm.gif|Dover|DE|The Number One Source for Classical and Jazz Music in Philadelphia and the Surrounding Areas!
WRTY-FM|601|WRTY|http://media.npr.org/images/stations/logos/wrty_fm.gif|Mt. Pocono|PA|The Number One Source for Classical and Jazz Music in Philadelphia and the Surrounding Areas!
WRVO Stations|603|None|None|Oswego|None|Your Source for NPR News
WRVO-FM|604|WRVO|http://media.npr.org/images/stations/logos/wrvo_fm.gif|Oswego|NY|Your Source for NPR News
WRVD-FM|605|WRVD|http://media.npr.org/images/stations/logos/wrvd_fm.gif|Oswego|NY|Your Source for NPR News
WRVJ-FM|606|WRVJ|http://media.npr.org/images/stations/logos/wrvj_fm.gif|Watertown|NY|Your Source for NPR News
WRVN-FM|607|WRVN|http://media.npr.org/images/stations/logos/wrvn_fm.gif|Utica|NY|Your Source for NPR News
WSCL-FM|608|WSCL|http://media.npr.org/images/stations/logos/wscl_fm.gif|Salisbury|MD|Great Music and NPR News!
WSDL-FM|609|WSDL|http://media.npr.org/images/stations/logos/wsdl_fm.gif|Ocean City|MD|Putting Delmarva 1st!
WSHU-FM|611|WSHU|http://media.npr.org/images/stations/logos/wshu_fm.gif|Fairfield|CT|Your Station for NPR News and Classical Music
WSHU-AM|612|WSHU|http://media.npr.org/images/stations/logos/wshu_am.gif|Westport|CT|Your Station for NPR News and Talk
WSUF-FM|613|WSUF|http://media.npr.org/images/stations/logos/wsuf_fm.gif|Selden|NY|Your Station for NPR News and Talk
WSIU-FM|615|WSIU|http://media.npr.org/images/stations/logos/wsiu_fm.gif|Carbondale|IL|Powered by You
WUSI-FM|616|WUSI|http://media.npr.org/images/stations/logos/wusi_fm.gif|Olney|IL|Your NPR Station
WVSI-FM|617|WVSI|http://media.npr.org/images/stations/logos/wvsi_fm.gif|Mt. Vernon|IL|Your NPR Station
WSKG-FM|619|WSKG|http://media.npr.org/images/stations/logos/wskg_fm.gif|Binghamton|NY|Listener-Supported Public Radio
WSQA-FM|620|WSQA|http://media.npr.org/images/stations/logos/wsqa_fm.gif|Hornell|NY|Listener-Supported Public Radio
WSQC-FM|621|WSQC|http://media.npr.org/images/stations/logos/wsqc_fm.gif|Oneonta|NY|Listener-Supported Public Radio
WSQE-FM|622|WSQE|http://media.npr.org/images/stations/logos/wsqe_fm.gif|Corning|NY|Listener-Supported Public Radio
WSQG-FM|623|WSQG|http://media.npr.org/images/stations/logos/wsqg_fm.gif|Ithaca|NY|Listener-Supported Public Radio
WSQX-FM|624|WSQX|http://media.npr.org/images/stations/logos/wsqx_fm.gif|Binghamton|NY|Your Jazz & News Alternative
North Country Public Radio|625|None|None|Canton|None|North Country Public Radio
WSLU-FM|626|WSLU|http://media.npr.org/images/stations/logos/wslu_fm.gif|Canton|NY|North Country Public Radio
WSLJ-FM|627|WSLJ|http://media.npr.org/images/stations/logos/wslj_fm.gif|Watertown|NY|North Country Public Radio
WSLL-FM|628|WSLL|http://media.npr.org/images/stations/logos/wsll_fm.gif|Saranac Lake|NY|North Country Public Radio
WSLO-FM|629|WSLO|http://media.npr.org/images/stations/logos/wslo_fm.gif|Malone|NY|North Country Public Radio
WXLG-FM|630|WXLG|http://media.npr.org/images/stations/logos/wxlg_fm.gif|North Creek|NY|North Country Public Radio
WXLU-FM|632|WXLU|http://media.npr.org/images/stations/logos/wxlu_fm.gif|Peru|NY|North Country Public Radio
WSVH-FM|635|WSVH|http://media.npr.org/images/stations/logos/wsvh_fm.gif|Savannah|GA|Serving coastal Georgia and Low Country South Carolina.
WWIO-FM|636|WWIO|http://media.npr.org/images/stations/logos/wwio_fm.gif|Brunswick|GA|Serving coastal Georgia and Low Country South Carolina.
WTEB-FM|638|WTEB|http://media.npr.org/images/stations/logos/wteb_fm.gif|New Bern|NC|Public Radio East - Classical
WTSU-FM|642|WTSU|http://media.npr.org/images/stations/logos/wtsu_fm.gif|Montgomery/Troy|AL|Troy State Public Radio
WRWA-FM|643|WRWA|http://media.npr.org/images/stations/logos/wrwa_fm.gif|Dothan|AL|Troy University Public Radio
WTJB-FM|644|WTJB|http://media.npr.org/images/stations/logos/wtjb_fm.gif|Columbus|GA|Troy University Public Radio
WUAL-FM|646|WUAL|http://media.npr.org/images/stations/logos/wual_fm.gif|Tuscaloosa|AL|Alabama Public Radio
WQPR-FM|647|WQPR|http://media.npr.org/images/stations/logos/wqpr_fm.gif|Muscle Shoals|AL|Alabama Public Radio
WUCF-FM|649|WUCF|http://media.npr.org/images/stations/logos/wucf_fm.gif|Orlando|FL|89-9 Jazz & More
WUFT-FM|650|WUFT|http://media.npr.org/images/stations/logos/wuft_fm.gif|Gainesville|FL|Florida's 89.1 WUFT-FM
WJUF-FM|651|WJUF|http://media.npr.org/images/stations/logos/wjuf_fm.gif|Inverness|FL|Florida's 89.1 WUFT-FM
WUGA-FM|652|WUGA|http://media.npr.org/images/stations/logos/wuga_fm.gif|Athens|GA|WUGA, your Oasis for Ideas and the Arts.
WUIS-FM|653|WUIS|http://media.npr.org/images/stations/logos/wuis_fm.gif|Springfield|IL|My Source for NPR
WIPA-FM|654|WIPA|http://media.npr.org/images/stations/logos/wipa_fm.gif|Pittsfield|IL|My Source for NPR
WUKY-FM|655|WUKY|http://media.npr.org/images/stations/logos/wuky_fm.gif|Lexington|KY|NPR Rocks @ 91.3
WBPR-FM|657|WBPR|http://media.npr.org/images/stations/logos/wbpr_fm.gif|Worcester|MA|Folk Radio
WFPB-AM|658|WFPB|http://media.npr.org/images/stations/logos/wfpb_am.gif|Orleans|MA|Folk Radio
WFPB-FM|659|WFPB|http://media.npr.org/images/stations/logos/wfpb_fm.gif|Falmouth|MA|Folk Radio
WNEF-FM|660|WNEF|http://media.npr.org/images/stations/logos/wnef_fm.gif|Newburyport|MA|Folk Radio
WUNC-FM|661|WUNC|http://media.npr.org/images/stations/logos/wunc_fm.gif|Chapel Hill|NC|Bringing the World Home to You: North Carolina Public Radio - WUNC
WBUX-FM|662|WBUX|http://media.npr.org/images/stations/logos/wbux_fm.gif|Buxton|NC|Your NPR Station
WRQM-FM|663|WRQM|http://media.npr.org/images/stations/logos/wrqm_fm.gif|Rocky Mount|NC|Your NPR Station
WURI-FM|664|WURI|http://media.npr.org/images/stations/logos/wuri_fm.gif|Manteo|NC|Your NPR Station
WUOM-FM|666|WUOM|http://media.npr.org/images/stations/logos/wuom_fm.gif|Ann Arbor|MI|Michigan Radio
WFUM-FM|667|WFUM|http://media.npr.org/images/stations/logos/wfum_fm.gif|Flint|MI|Michigan Radio
WVGR-FM|668|WVGR|http://media.npr.org/images/stations/logos/wvgr_fm.gif|Grand Rapids|MI|Michigan Radio
WUOT-FM|669|WUOT|http://media.npr.org/images/stations/logos/wuot_fm.gif|Knoxville|TN|Listener-Supported WUOT 91.9 FM, Knoxville
WUSF-FM|671|WUSF|http://media.npr.org/images/stations/logos/wusf_fm.gif|Tampa|FL|WUSF Public Media
WUTC-FM|672|WUTC|http://media.npr.org/images/stations/logos/wutc_fm.gif|Chattanooga|TN|NPR Music & Information
WUWF-FM|673|WUWF|http://media.npr.org/images/stations/logos/wuwf_fm.gif|Pensacola|FL|Listener Supported Radio from the University of West Florida
WUWM-FM|675|WUWM|http://media.npr.org/images/stations/logos/wuwm_fm.gif|Milwaukee|WI|WUWM 89.7FM-Milwaukee Public Radio
WVAS-FM|676|WVAS|http://media.npr.org/images/stations/logos/wvas_fm.gif|Montgomery|AL|Jazz, Blues, News and Views
WVIA-FM|678|WVIA|http://media.npr.org/images/stations/logos/wvia_fm.gif|Scranton|PA|Public Broadcasting for Northeastern Pennsylvania and the Central Susquehanna Valley
WVIK-FM|679|WVIK|http://media.npr.org/images/stations/logos/wvik_fm.gif|Rock Island|IL|Quad Cities Public Radio
WVPE-FM|680|WVPE|http://media.npr.org/images/stations/logos/wvpe_fm.gif|Elkhart|IN|Inform. Entertain. Inspire.
West Virginia Public Broadcasting|681|None|None|Charleston|None|West Virginia Public Radio
WVPN-FM|682|WVPN|http://media.npr.org/images/stations/logos/wvpn_fm.gif|Charleston|WV|Your trusted source for news, music & entertainment
WAUA-FM|683|WAUA|http://media.npr.org/images/stations/logos/waua_fm.gif|Petersburg|WV|West Virginia Public Radio
WVEP-FM|684|WVEP|http://media.npr.org/images/stations/logos/wvep_fm.gif|Martinsburg|WV|West Virginia Public Radio
WVNP-FM|685|WVNP|http://media.npr.org/images/stations/logos/wvnp_fm.gif|Wheeling|WV|West Virginia Public Radio
WVPB-FM|686|WVPB|http://media.npr.org/images/stations/logos/wvpb_fm.gif|Beckley|WV|West Virginia Public Radio
WVPG-FM|687|WVPG|http://media.npr.org/images/stations/logos/wvpg_fm.gif|Parkersburg|WV|West Virginia Public Radio
WVPM-FM|688|WVPM|http://media.npr.org/images/stations/logos/wvpm_fm.gif|Morgantown|WV|West Virginia Public Radio
WVPW-FM|689|WVPW|http://media.npr.org/images/stations/logos/wvpw_fm.gif|Buckhannon|WV|West Virginia Public Radio
WVWV-FM|690|WVWV|http://media.npr.org/images/stations/logos/wvwv_fm.gif|Huntington|WV|West Virginia Public Radio
Vermont Public Radio|691|None|None|Burlington|None|Vermont Public Radio
WVPS-FM|692|WVPS|http://media.npr.org/images/stations/logos/wvps_fm.gif|Burlington|VT|VPR on WVPS Burlington 107.9FM
WBTN-FM|693|WBTN|http://media.npr.org/images/stations/logos/wbtn_fm.gif|Bennington|VT|VPR on WBTN Bennington 94.3FM
WRVT-FM|694|WRVT|http://media.npr.org/images/stations/logos/wrvt_fm.gif|Rutland|VT|VPR on WRVT Rutland 88.7FM
WVPA-FM|695|WVPA|http://media.npr.org/images/stations/logos/wvpa_fm.gif|St. Johnsbury|VT|VPR on WVPA St. Johnsbury at 88.5FM
WVPR-FM|696|WVPR|http://media.npr.org/images/stations/logos/wvpr_fm.gif|Windsor|VT|VPR on WVPR Windsor 88.9FM
WVTF-FM|698|WVTF|http://media.npr.org/images/stations/logos/wvtf_fm.gif|Roanoke|VA|WVTF Public Radio - Classical, Jazz, NPR
WVTR-FM|699|WVTR|http://media.npr.org/images/stations/logos/wvtr_fm.gif|Marion|VA|WVTF Public Radio - Classical, Jazz, NPR
WVTU-FM|700|WVTU|http://media.npr.org/images/stations/logos/wvtu_fm.gif|Charlottesville|VA|WVTF Public Radio - Classical, Jazz, NPR
WVTW-FM|701|WVTW|http://media.npr.org/images/stations/logos/wvtw_fm.gif|Charlottesville|VA|WVTF Public Radio - Classical, Jazz, NPR
WWVT-AM|702|WWVT|http://media.npr.org/images/stations/logos/wwvt_am.gif|Christiansburg|VA|RADIO IQ - BBC News, NPR Talk
WVXU-FM|704|WVXU|http://media.npr.org/images/stations/logos/wvxu_fm.gif|Cincinnati|OH|Connecting You to a World of Ideas
WWNO-FM|711|WWNO|http://media.npr.org/images/stations/logos/wwno_fm.gif|New Orleans|LA|Public Radio from the University of New Orleans
KTLN-FM|712|KTLN|http://media.npr.org/images/stations/logos/ktln_fm.gif|Thibodaux|LA|Public Radio from the University of New Orleans
WPBI-FM|713|WPBI|http://media.npr.org/images/stations/logos/wpbi_fm.gif|West Palm Beach|FL|Classical South Florida
XPN Public Radio|714|None|None|Philadelphia|None|XPN Public Radio
WXPN-FM|715|WXPN|http://media.npr.org/images/stations/logos/wxpn_fm.gif|Philadelphia|PA|It's All About the Music
WXPH-FM|717|WXPH|http://media.npr.org/images/stations/logos/wxph_fm.gif|Philadelphia|PA|It's All About the Music
WXPR-FM|718|WXPR|http://media.npr.org/images/stations/logos/wxpr_fm.gif|Rhinelander|WI|Public Radio Plus
WXPW-FM|719|WXPW|http://media.npr.org/images/stations/logos/wxpw_fm.gif|Wausau|WI|Public Radio Plus
WXXI-AM|721|WXXI|http://media.npr.org/images/stations/logos/wxxi_am.gif|Rochester|NY|WXXI: Rochester's NPR News Station
WXXI-FM|722|WXXI|http://media.npr.org/images/stations/logos/wxxi_fm.gif|Rochester|NY|WXXI FM 91.5
WXXY-FM|723|WXXY|http://media.npr.org/images/stations/logos/wxxy_fm.gif|Houghton|NJ|None
WYEP-FM|724|WYEP|http://media.npr.org/images/stations/logos/wyep_fm.gif|Pittsburgh|PA|Where the Music Matters
WYPR-FM|725|WYPR|http://media.npr.org/images/stations/logos/wypr_fm.gif|Baltimore|MD|Your NPR News Station
WYSO-FM|726|WYSO|http://media.npr.org/images/stations/logos/wyso_fm.gif|Yellow Springs|OH|Public Radio for the Miami Valley
WYSU-FM|727|WYSU|http://media.npr.org/images/stations/logos/wysu_fm.gif|Youngstown|OH|Radio you need to know...
KNBA-FM|731|KNBA|http://media.npr.org/images/stations/logos/knba_fm.gif|Anchorage|AK|Koahnic Broadcast Corporation
KCUK-FM|732|KCUK|http://media.npr.org/images/stations/logos/kcuk_fm.gif|Chevak|AK|The Native American Radio Service
KDLG-AM|733|KDLG|http://media.npr.org/images/stations/logos/kdlg_am.gif|Dillingham|AK|Public Radio for Southwest Alaska Since 1975
KMXT-FM|737|KMXT|http://media.npr.org/images/stations/logos/kmxt_fm.gif|Kodiak|AK|Kodiak Public Broadcasting Corporation
KTNA-FM|742|KTNA|http://media.npr.org/images/stations/logos/ktna_fm.gif|Talkeetna|AK|Talkeetna Community Radio Inc.
KUCB-FM|743|KUCB|http://media.npr.org/images/stations/logos/kucb_fm.gif|Unalaska|AK|Unalaska Community Broadcasting
KCHU-AM|744|KCHU|http://media.npr.org/images/stations/logos/kchu_am.gif|Valdez|AK|Public Radio for Prince William Sound and the Copper River Valley
KAJX-FM|747|KAJX|http://media.npr.org/images/stations/logos/kajx_fm.gif|Aspen|CO|news.music.insight
KDNK-FM|749|KDNK|http://media.npr.org/images/stations/logos/kdnk_fm.gif|Carbondale|CO|Carbondale Community Access Radio
KBUT-FM|751|KBUT|http://media.npr.org/images/stations/logos/kbut_fm.gif|Crested Butte|CO|Community Radio for the Gunnison Valley
KVNF-FM|752|KVNF|http://media.npr.org/images/stations/logos/kvnf_fm.gif|Paonia|CO|Mountain Grown Community Radio
KOTO-FM|753|KOTO|http://media.npr.org/images/stations/logos/koto_fm.gif|Telluride|CO|San Miguel Ed. Fund
KMUN-FM|756|KMUN|http://media.npr.org/images/stations/logos/kmun_fm.gif|Astoria|OR|Local & Independent since 1983
KACU-FM|757|KACU|http://media.npr.org/images/stations/logos/kacu_fm.gif|Abilene|TX|Abilene Christian University
WEOS-FM|761|WEOS|http://media.npr.org/images/stations/logos/weos_fm.gif|Geneva|NY|WEOS: Finger Lakes Public Radio from Hobart and William Smith Colleges
WJFF-FM|762|WJFF|http://media.npr.org/images/stations/logos/wjff_fm.gif|Jeffersonville|NY|Radio Catskill
KTDB-FM|770|KTDB|http://media.npr.org/images/stations/logos/ktdb_fm.gif|Ramah|NM|The Native American Radio Service
WNED-FM|776|WNED|http://media.npr.org/images/stations/logos/wned_fm.gif|Buffalo|NY|Classical 94.5
WRTU-FM|777|WRTU|http://media.npr.org/images/stations/logos/wrtu_fm.gif|San Juan|PR|University of Puerto Rico
WSMC-FM|779|WSMC|http://media.npr.org/images/stations/logos/wsmc_fm.gif|Collegedale|TN|Southern Adventist University
WNTI-FM|781|WNTI|http://media.npr.org/images/stations/logos/wnti_fm.gif|Hackettstown|NJ|Public Radio from Centenary College
KOPN-FM|786|KOPN|http://media.npr.org/images/stations/logos/kopn_fm.gif|Columbia|MO|New Wave Corp.
WOJB-FM|788|WOJB|http://media.npr.org/images/stations/logos/wojb_fm.gif|Reserve|WI|Lac Courte Oreilles Ojibwa P.B.C.
KGPR-FM|795|KGPR|http://media.npr.org/images/stations/logos/kgpr_fm.gif|Great Falls|MT|Montana Public Radio
KTXK-FM|802|KTXK|http://media.npr.org/images/stations/logos/ktxk_fm.gif|Texarkana|TX|Texarkana Community College
WGTD-FM|804|WGTD|http://media.npr.org/images/stations/logos/wgtd_fm.gif|Kenosha|WI|Gateway Technical College
KXGA-FM|805|KXGA|http://media.npr.org/images/stations/logos/kxga_fm.gif|Glennallen|AK|Terminal Radio, Inc.
KXKM-FM|806|KXKM|http://media.npr.org/images/stations/logos/kxkm_fm.gif|McCarthy|AK|Terminal Radio, Inc.
KVMT-FM|807|KVMT|http://media.npr.org/images/stations/logos/kvmt_fm.gif|Montrose|CO|No. Fork Valley Public Radio, Inc.
WEVJ-FM|808|WEVJ|http://media.npr.org/images/stations/logos/wevj_fm.gif|Jackson|NH|NHPR: News and Information for the Granite State
KBSQ-FM|813|KBSQ|http://media.npr.org/images/stations/logos/kbsq_fm.gif|McCall|ID|Enriching Your Life
KBSY-FM|814|KBSY|http://media.npr.org/images/stations/logos/kbsy_fm.gif|Burley|ID|Enriching Your Life
KWOI-FM|815|KWOI|http://media.npr.org/images/stations/logos/kwoi_fm.gif|Carroll|IA|IPR enhances civic and cultural connections across the state, strengthening communities and reflecti1
KYUK-AM|816|KYUK|http://media.npr.org/images/stations/logos/kyuk_am.gif|Bethel|AK|Bethel Broadcasting
KANV-FM|817|KANV|http://media.npr.org/images/stations/logos/kanv_fm.gif|Olsburg|KS|Your Place to Find NPR News
KSJN-FM|818|KSJN|http://media.npr.org/images/stations/logos/ksjn_fm.gif|St. Paul|MN|Minnesota Public Radio
KWRR-FM|821|KWRR|http://media.npr.org/images/stations/logos/kwrr_fm.gif|Ethete|WY|The Native American Radio Service
KPAC-FM|822|KPAC|http://media.npr.org/images/stations/logos/kpac_fm.gif|San Antonio|TX|Your Classical Oasis
KCCM-FM|823|KCCM|http://media.npr.org/images/stations/logos/kccm_fm.gif|Moorhead|MN|Minnesota Public Radio
KCMF-FM|824|KCMF|http://media.npr.org/images/stations/logos/kcmf_fm.gif|Fergus Falls|MN|Minnesota Public Radio
KCRB-FM|825|KCRB|http://media.npr.org/images/stations/logos/kcrb_fm.gif|Bemidji|MN|Minnesota Public Radio
KGAC-FM|826|KGAC|http://media.npr.org/images/stations/logos/kgac_fm.gif|St. Peter|MN|Minnesota Public Radio
KLCD-FM|827|KLCD|http://media.npr.org/images/stations/logos/klcd_fm.gif|Rochester|IA|Minnesota Public Radio
KLSE-FM|828|KLSE|http://media.npr.org/images/stations/logos/klse_fm.gif|Rochester|MN|Minnesota Public Radio
KQMN-FM|829|KQMN|http://media.npr.org/images/stations/logos/kqmn_fm.gif|St. Paul|MN|Minnesota Public Radio
KRSD-FM|830|KRSD|http://media.npr.org/images/stations/logos/krsd_fm.gif|Sioux Falls|SD|Minnesota Public Radio
KRSW-FM|831|KRSW|http://media.npr.org/images/stations/logos/krsw_fm.gif|Worthington-Marshall|MN|Minnesota Public Radio
KSJR-FM|832|KSJR|http://media.npr.org/images/stations/logos/ksjr_fm.gif|Collegeville-St. Cloud|MN|Minnesota Public Radio
KWRV-FM|833|KWRV|http://media.npr.org/images/stations/logos/kwrv_fm.gif|St. Paul|ID|Minnesota Public Radio
WIRR-FM|834|WIRR|http://media.npr.org/images/stations/logos/wirr_fm.gif|Virginia-Hibbing|MN|Minnesota Public Radio
WMLS-FM|835|WMLS|http://media.npr.org/images/stations/logos/wmls_fm.gif|Grand Marais|MN|Minnesota Public Radio
KBSK-FM|837|KBSK|http://media.npr.org/images/stations/logos/kbsk_fm.gif|McCall|ID|Enriching Your Life
KMWS-FM|838|KMWS|http://media.npr.org/images/stations/logos/kmws_fm.gif|Mount Vernon|WA|Northwest Public Radio, Your NPR News Station
KECC-FM|839|KECC|http://media.npr.org/images/stations/logos/kecc_fm.gif|La Junta|CO|Public Radio for Southern Colorado and a wee bit of Northern New Mexico
KSMW-FM|840|KSMW|http://media.npr.org/images/stations/logos/ksmw_fm.gif|West Plains|MO|On the Web, On the Air, and Where You Live
WAMC-AM|841|WAMC|http://media.npr.org/images/stations/logos/wamc_am.gif|Albany|NY|WAMC/Northeast Public Radio
WEKF-FM|843|WEKF|http://media.npr.org/images/stations/logos/wekf_fm.gif|Corbin|KY|Great Music and NPR News from Eastern Kentucky University
KSDP-AM|846|KSDP|http://media.npr.org/images/stations/logos/ksdp_am.gif|Sand Point|AK|Alaska Broadcasters Association
KUTE-FM|847|KUTE|http://media.npr.org/images/stations/logos/kute_fm.gif|Ignacio|CO|Four Corners Public Radio
KQAC-FM|850|KQAC|http://media.npr.org/images/stations/logos/kqac_fm.gif|Portland|OR|All Classical FM
KQEI-FM|851|KQEI|http://media.npr.org/images/stations/logos/kqei_fm.gif|North Highlands|CA|KQED Public Radio. Spend Quality Time with Your Radio.
KLMF-FM|852|KLMF|http://media.npr.org/images/stations/logos/klmf_fm.gif|Klamath Falls|OR|Classics & News Service of Jefferson Public Radio
KOJI-FM|853|KOJI|http://media.npr.org/images/stations/logos/koji_fm.gif|Okoboji|IA|The Intelligent Alternative
KTOT-FM|854|KTOT|http://media.npr.org/images/stations/logos/ktot_fm.gif|Spearman|TX|High Plains Public Radio
KZAN-FM|855|KZAN|http://media.npr.org/images/stations/logos/kzan_fm.gif|Hays|KS|High Plains Public Radio
KSDS-FM|861|KSDS|http://media.npr.org/images/stations/logos/ksds_fm.gif|San Diego|CA|Jazz 88 - San Diego's Real Jazz Station
KCIE-FM|864|KCIE|http://media.npr.org/images/stations/logos/kcie_fm.gif|Dulce|NM|The Native American Radio Service
WUND-FM|866|WUND|http://media.npr.org/images/stations/logos/wund_fm.gif|Manteo|NC|Your NPR Station
KRSU-FM|867|KRSU|http://media.npr.org/images/stations/logos/krsu_fm.gif|St. Paul|MN|Minnesota Public Radio
KBPN-FM|868|KBPN|http://media.npr.org/images/stations/logos/kbpn_fm.gif|Brainerd|MN|Minnesota Public Radio
WFFC-FM|870|WFFC|http://media.npr.org/images/stations/logos/wffc_fm.gif|Ferrum|VA|RADIO IQ - BBC News, NPR Talk
WCPE-FM|872|WCPE|http://media.npr.org/images/stations/logos/wcpe_fm.gif|Raleigh|NC|Great Classical Music, 24 Hours A Day
WMEP-FM|875|WMEP|http://media.npr.org/images/stations/logos/wmep_fm.gif|Camden|ME|Maine Public Broadcasting Network
KEZJ-AM|878|KEZJ|http://media.npr.org/images/stations/logos/kezj_am.gif|Twin Falls|ID|Enriching Your Life
KSBX-FM|882|KSBX|http://media.npr.org/images/stations/logos/ksbx_fm.gif|Santa Barbara|CA|Listener Supported in San Luis Obispo and Santa Barbara Counties
WDNA-FM|886|WDNA|http://media.npr.org/images/stations/logos/wdna_fm.gif|Miami|FL|Serious Jazz
KETR-FM|888|KETR|http://media.npr.org/images/stations/logos/ketr_fm.gif|Commerce|TX|Your Station - 88.9 KETR!
WBEQ-FM|889|WBEQ|http://media.npr.org/images/stations/logos/wbeq_fm.gif|Morris|IL|Chicago Public Radio
WNCH-FM|894|WNCH|http://media.npr.org/images/stations/logos/wnch_fm.gif|Norwich|VT|VPR Classical on WNCH Norwich 88.1FM
WRUR-FM|895|WRUR|http://media.npr.org/images/stations/logos/wrur_fm.gif|Rochester|NY|Different Radio
KUAT-FM|896|KUAT|http://media.npr.org/images/stations/logos/kuat_fm.gif|Tucson|AZ|Southern Arizona's Classical Music Station
KFJM-FM|902|KFJM|http://media.npr.org/images/stations/logos/kfjm_fm.gif|Grand Forks|ND|Prairie Public
KUYI-FM|903|KUYI|http://media.npr.org/images/stations/logos/kuyi_fm.gif|Hotevilla|AZ|Your Place to Find NPR News
